Alias,Women Count,Men Count,Total Voters,Turnout,Perc Turnout,GD Share of the turnout,GD vote count,GD share of the perc turnout,
00.40.48,75,74,149,135,0.91,0.91111,123,0.825503356,
00.40.49,51,59,110,82,0.75,0.78049,64,0.581818182,
00.40.50,137,133,270,254,0.94,0.88189,224,0.82962963,
00.40.51,315,262,577,358,0.62,0.91061,326,0.564991334,
00.40.52,321,296,617,403,0.65,0.92556,373,0.604538088,
00.40.53,66,52,118,92,0.78,0.75,69,0.584745763,
00.40.54,47,43,90,48,0.53,0.85417,41,0.455555556,
00.40.55,394,287,681,340,0.5,0.82353,280,0.411160059,
00.40.56,132,141,273,181,0.66,0.69061,125,0.457875458,
00.40.57,197,185,382,220,0.58,0.87727,193,0.505235602,
00.40.58,551,364,915,369,0.4,0.84824,313,0.342076503,
00.40.59,294,262,556,384,0.69,0.77083,296,0.532374101,
00.40.60,392,280,672,461,0.69,0.95879,442,0.657738095,
00.40.61,208,179,387,278,0.72,0.95324,265,0.684754522,
00.40.62,1566,1180,2746,1129,0.41,0.82994,937,0.341223598,
00.41.01,799,685,1484,750,0.51,0.89067,668,0.450134771,
00.41.02,892,755,1647,822,0.5,0.86983,715,0.434122647,
00.41.03,689,635,1324,844,0.64,0.90758,766,0.578549849,
00.41.04,690,665,1355,758,0.56,0.8496,644,0.475276753,
00.41.05,651,622,1273,758,0.6,0.8628,654,0.513747054,
00.41.06,33,41,74,56,0.76,0.76786,43,0.581081081,
00.41.07,449,387,836,465,0.56,0.93763,436,0.5215311,
00.41.08,470,453,923,533,0.58,0.86492,461,0.499458288,
00.41.09,210,210,420,246,0.59,0.84959,209,0.497619048,
00.41.10,201,172,373,225,0.6,0.90667,204,0.54691689,
00.41.11,246,213,459,279,0.61,0.95699,267,0.581699346,
00.41.12,314,377,691,369,0.53,0.82114,303,0.438494935,
00.41.13,64,75,139,103,0.74,0.8932,92,0.661870504,
00.41.14,174,140,314,216,0.69,0.93519,202,0.643312102,
00.41.15,30,26,56,87,1.55,0.77011,67,1.196428571,
00.41.16,101,113,214,152,0.71,0.55921,85,0.397196262,
00.41.17,51,58,109,71,0.65,0.91549,65,0.596330275,
00.41.18,565,490,1055,608,0.58,0.87171,530,0.502369668,
00.41.19,236,210,446,282,0.63,0.78369,221,0.495515695,
00.41.20,115,108,223,192,0.86,0.91146,175,0.784753363,
00.41.21,807,580,1387,844,0.61,0.95735,808,0.582552271,
00.41.22,189,160,349,252,0.72,0.93254,235,0.673352436,
00.41.23,118,100,218,145,0.67,0.90345,131,0.600917431,
00.41.24,107,103,210,156,0.74,0.96154,150,0.714285714,
00.41.25,711,599,1310,755,0.58,0.90066,680,0.519083969,
00.41.26,352,277,629,372,0.59,0.88978,331,0.526232114,
00.41.27,275,257,532,264,0.5,0.93939,248,0.466165414,
00.41.28,168,159,327,198,0.61,0.92929,184,0.562691131,
00.41.29,65,68,133,73,0.55,0.91781,67,0.503759398,
00.41.30,14,27,41,27,0.66,0.92593,25,0.609756098,
00.41.31,110,119,229,161,0.7,0.67702,109,0.475982533,
00.41.32,553,599,1152,475,0.41,0.82105,390,0.338541667,
00.41.33,28,33,61,50,0.82,0.88,44,0.721311475,
00.41.34,375,285,660,382,0.58,0.91623,350,0.53030303,
00.41.35,36,35,71,46,0.65,0.82609,38,0.535211268,
00.43.01,761,634,1395,848,0.61,0.54835,465,0.333333333,
00.43.02,583,480,1063,640,0.6,0.58906,377,0.354656632,
00.43.03,41,52,93,59,0.63,0.72881,43,0.462365591,
00.43.04,185,198,383,233,0.61,0.69957,163,0.425587467,
00.43.05,97,112,209,142,0.68,0.57746,82,0.392344498,
00.43.06,48,63,111,94,0.85,0.64894,61,0.54954955,
00.43.07,12,23,35,37,1.06,0.83784,31,0.885714286,
00.43.08,75,105,180,132,0.73,0.59091,78,0.433333333,
00.43.09,118,136,254,171,0.67,0.63158,108,0.42519685,
00.43.10,107,91,198,148,0.75,0.63514,94,0.474747475,
00.43.11,172,160,332,230,0.69,0.76522,176,0.530120482,
00.43.12,61,51,112,83,0.74,0.66265,55,0.491071429,
00.43.13,53,46,99,76,0.77,0.64474,49,0.494949495,
00.43.14,45,44,89,75,0.84,0.8,60,0.674157303,
00.43.15,292,240,532,353,0.66,0.6119,216,0.406015038,
00.43.16,249,229,478,323,0.68,0.62539,202,0.422594142,
00.43.17,172,165,337,227,0.67,0.57709,131,0.388724036,
00.43.18,49,69,118,89,0.75,0.70787,63,0.533898305,
00.43.19,60,64,124,93,0.75,0.58065,54,0.435483871,
00.43.20,43,64,107,67,0.63,0.59701,40,0.373831776,
00.43.21,157,154,311,175,0.56,0.56,98,0.31511254,
00.43.22,138,144,282,150,0.53,0.54,81,0.287234043,
00.43.23,65,60,125,83,0.66,0.68675,57,0.456,
00.44.01,171,141,312,208,0.67,0.61058,127,0.407051282,
00.44.02,214,226,440,300,0.68,0.67333,202,0.459090909,
00.44.03,263,247,510,353,0.69,0.64589,228,0.447058824,
00.44.04,255,236,491,374,0.76,0.70856,265,0.539714868,
00.44.05,572,488,1060,715,0.67,0.5972,427,0.402830189,
00.44.06,695,541,1236,829,0.67,0.55006,456,0.368932039,
00.44.07,87,97,184,145,0.79,0.61379,89,0.483695652,
00.44.08,63,81,144,97,0.67,0.54639,53,0.368055556,
00.44.09,73,73,146,114,0.78,0.74561,85,0.582191781,
00.44.10,27,15,42,32,0.76,0.9375,30,0.714285714,
00.44.11,115,127,242,178,0.74,0.62921,112,0.462809917,
00.44.12,135,147,282,186,0.66,0.61828,115,0.407801418,
00.44.13,165,165,330,233,0.71,0.70815,165,0.5,
00.44.14,48,43,91,69,0.76,0.66667,46,0.505494505,
00.44.15,288,261,549,345,0.63,0.66667,230,0.418943534,
00.44.16,48,47,95,74,0.78,0.66216,49,0.515789474,
00.44.17,48,65,113,69,0.61,0.53623,37,0.327433628,
00.44.18,22,27,49,38,0.78,0.68421,26,0.530612245,
00.44.19,356,356,712,487,0.68,0.62423,304,0.426966292,
00.44.20,127,122,249,220,0.88,0.72727,160,0.642570281,
00.44.21,232,213,445,302,0.68,0.70199,212,0.476404494,
00.44.22,72,100,172,117,0.68,0.76068,89,0.51744186,
00.44.23,100,82,182,133,0.73,0.66917,89,0.489010989,
00.44.24,169,158,327,240,0.73,0.6375,153,0.467889908,
00.44.25,79,86,165,127,0.77,0.70866,90,0.545454545,
00.44.26,93,107,200,160,0.8,0.61875,99,0.495,
00.44.27,266,274,540,342,0.63,0.64912,222,0.411111111,
00.44.28,271,286,557,387,0.69,0.56589,219,0.393177738,
00.44.29,127,134,261,199,0.76,0.54774,109,0.417624521,
00.44.30,172,183,355,248,0.7,0.72177,179,0.504225352,
00.44.31,132,144,276,196,0.71,0.63265,124,0.449275362,
00.44.32,239,206,445,268,0.6,0.67537,181,0.406741573,
00.44.33,94,108,202,134,0.66,0.64179,86,0.425742574,
00.44.34,75,65,140,95,0.68,0.64211,61,0.435714286,
00.44.35,46,42,88,70,0.8,0.68571,48,0.545454545,
00.44.36,37,37,74,52,0.7,0.5,26,0.351351351,
00.45.01,383,295,678,443,0.65,0.62302,276,0.407079646,
00.45.02,135,139,274,172,0.63,0.59302,102,0.372262774,
00.45.03,101,99,200,127,0.64,0.62205,79,0.395,
00.45.04,104,104,208,152,0.73,0.73684,112,0.538461538,
00.45.05,148,146,294,180,0.61,0.63333,114,0.387755102,
00.45.06,209,213,422,284,0.67,0.71831,204,0.483412322,
00.45.07,43,56,99,67,0.68,0.50746,34,0.343434343,
00.45.08,147,150,297,172,0.58,0.75581,130,0.437710438,
00.45.09,25,33,58,44,0.76,0.63636,28,0.482758621,
00.45.10,66,60,126,83,0.66,0.62651,52,0.412698413,
00.45.11,128,152,280,206,0.74,0.69417,143,0.510714286,
00.45.12,95,97,192,144,0.75,0.56944,82,0.427083333,
00.45.13,104,115,219,140,0.64,0.62143,87,0.397260274,
00.45.14,91,92,183,116,0.63,0.60345,70,0.382513661,
00.45.15,42,50,92,74,0.8,0.71622,53,0.576086957,
00.45.16,139,142,281,162,0.58,0.56173,91,0.323843416,
00.45.17,184,209,393,215,0.55,0.56744,122,0.31043257,
00.45.18,384,346,730,391,0.54,0.64962,254,0.347945205,
00.45.19,33,38,71,60,0.85,0.56667,34,0.478873239,
00.45.20,208,194,402,284,0.71,0.46127,131,0.325870647,
00.45.21,18,18,36,34,0.94,0.64706,22,0.611111111,
00.45.22,75,68,143,99,0.69,0.67677,67,0.468531469,
00.45.23,121,125,246,160,0.65,0.75,120,0.487804878,
00.45.24,115,117,232,150,0.65,0.6,90,0.387931034,
00.45.25,467,446,913,596,0.65,0.64765,386,0.422782037,
00.45.26,66,73,139,69,0.5,0.5942,41,0.294964029,
00.45.27,59,71,130,86,0.66,0.63953,55,0.423076923,
00.45.28,98,111,209,139,0.67,0.43885,61,0.291866029,
00.45.29,264,275,539,395,0.73,0.60759,240,0.445269017,
00.45.30,103,133,236,177,0.75,0.61582,109,0.461864407,
00.45.31,299,310,609,395,0.65,0.66076,261,0.428571429,
00.45.32,34,57,91,52,0.57,0.67308,35,0.384615385,
00.45.33,41,50,91,63,0.69,0.73016,46,0.505494505,
00.45.34,127,153,280,207,0.74,0.60386,125,0.446428571,
00.45.35,64,68,132,102,0.77,0.57843,59,0.446969697,
00.45.36,11,14,25,23,0.92,0.78261,18,0.72,
00.45.37,367,289,656,408,0.62,0.66176,270,0.411585366,
00.45.38,33,51,84,64,0.76,0.70313,45,0.535714286,
00.45.39,27,28,55,42,0.76,0.47619,20,0.363636364,
00.45.40,18,21,39,36,0.92,0.55556,20,0.512820513,
00.45.41,28,18,46,39,0.85,0.69231,27,0.586956522,
00.46.01,723,610,1333,717,0.54,0.7378,529,0.396849212,
00.46.02,81,104,185,107,0.58,0.70093,75,0.405405405,
00.46.03,145,157,302,170,0.56,0.75882,129,0.427152318,
00.46.04,61,79,140,96,0.69,0.66667,64,0.457142857,
00.46.05,114,122,236,152,0.64,0.75,114,0.483050847,
00.46.06,66,92,158,78,0.49,0.58974,46,0.291139241,
00.46.07,178,200,378,245,0.65,0.74286,182,0.481481481,
00.46.08,51,79,130,100,0.77,0.88,88,0.676923077,
00.46.09,138,181,319,173,0.54,0.76879,133,0.4169279,
00.46.10,48,60,108,71,0.66,0.73239,52,0.481481481,
00.46.11,98,122,220,115,0.52,0.82609,95,0.431818182,
00.46.12,193,207,400,201,0.5,0.76617,154,0.385,
00.46.13,141,147,288,190,0.66,0.82105,156,0.541666667,
00.46.14,122,140,262,130,0.5,0.63846,83,0.316793893,
00.46.15,71,77,148,101,0.68,0.85149,86,0.581081081,
00.46.16,19,27,46,40,0.87,0.8,32,0.695652174,
00.46.17,130,125,255,142,0.56,0.72535,103,0.403921569,
00.46.18,71,92,163,107,0.66,0.78505,84,0.515337423,
00.46.19,51,66,117,73,0.62,0.69863,51,0.435897436,
00.46.20,94,94,188,103,0.55,0.74757,77,0.409574468,
00.46.21,56,65,121,77,0.64,0.81818,63,0.520661157,
00.46.22,63,85,148,91,0.61,0.63736,58,0.391891892,
00.46.23,68,82,150,91,0.61,0.96703,88,0.586666667,
00.47.01,530,473,1003,586,0.58,0.64846,380,0.37886341,
00.47.02,548,496,1044,619,0.59,0.6559,406,0.388888889,
00.47.03,173,175,348,175,0.5,0.64571,113,0.324712644,
00.47.04,87,83,170,102,0.6,0.69608,71,0.417647059,
00.47.05,74,81,155,88,0.57,0.56818,50,0.322580645,
00.47.06,58,55,113,57,0.5,0.78947,45,0.398230088,
00.47.07,52,48,100,53,0.53,0.71698,38,0.38,
00.47.08,62,53,115,67,0.58,0.58209,39,0.339130435,
00.47.09,22,26,48,30,0.63,0.6,18,0.375,
00.47.10,13,15,28,23,0.82,0.78261,18,0.642857143,
00.47.11,98,95,193,144,0.75,0.96528,139,0.720207254,
00.47.12,29,28,57,54,0.95,0.90741,49,0.859649123,
00.47.13,47,65,112,64,0.57,0.73438,47,0.419642857,
00.47.14,38,40,78,63,0.81,0.73016,46,0.58974359,
00.47.15,288,267,555,274,0.49,0.71168,195,0.351351351,
00.47.16,33,42,75,49,0.65,0.65306,32,0.426666667,
00.47.17,62,46,108,67,0.62,0.83582,56,0.518518519,
00.47.18,36,29,65,35,0.54,0.8,28,0.430769231,
00.47.19,24,39,63,51,0.81,0.90196,46,0.73015873,
00.47.20,324,299,623,323,0.52,0.66563,215,0.345104334,
00.47.21,45,58,103,77,0.75,0.75325,58,0.563106796,
00.47.22,108,132,240,160,0.67,0.84375,135,0.5625,
00.47.23,64,80,144,78,0.54,0.87179,68,0.472222222,
00.47.24,69,74,143,77,0.54,0.76623,59,0.412587413,
00.47.25,47,57,104,63,0.61,0.98413,62,0.596153846,
00.47.26,116,138,254,154,0.61,0.68831,106,0.417322835,
00.47.27,30,29,59,44,0.75,0.72727,32,0.542372881,
00.47.28,107,120,227,134,0.59,0.64179,86,0.378854626,
00.47.29,64,76,140,89,0.64,0.75281,67,0.478571429,
00.47.30,73,80,153,110,0.72,0.81818,90,0.588235294,
00.47.31,25,26,51,35,0.69,0.82857,29,0.568627451,
00.47.32,80,108,188,120,0.64,0.88333,106,0.563829787,
00.47.33,68,69,137,84,0.61,0.7619,64,0.467153285,
00.47.34,101,102,203,141,0.69,0.86525,122,0.600985222,
00.47.35,41,36,77,68,0.88,0.97059,66,0.857142857,
00.47.36,188,191,379,216,0.57,0.62963,136,0.35883905,
00.47.37,191,218,409,237,0.58,0.67511,160,0.391198044,
00.47.38,236,222,458,260,0.57,0.66154,172,0.375545852,
00.47.39,61,66,127,91,0.72,0.79121,72,0.566929134,
00.47.40,167,139,306,205,0.67,0.83902,172,0.562091503,
00.48.01,660,509,1169,813,0.7,0.55105,448,0.383233533,
00.48.02,391,380,771,533,0.69,0.62664,334,0.433203632,
00.48.03,283,282,565,459,0.81,0.76688,352,0.62300885,
00.48.04,355,369,724,500,0.69,0.596,298,0.41160221,
00.48.05,135,165,300,225,0.75,0.73333,165,0.55,
00.48.06,202,229,431,323,0.75,0.67802,219,0.50812065,
00.48.07,133,142,275,192,0.7,0.54688,105,0.381818182,
00.48.08,520,539,1059,810,0.76,0.72346,586,0.553352219,
00.48.09,324,343,667,432,0.65,0.8125,351,0.526236882,
00.48.10,342,364,706,520,0.74,0.60192,313,0.443342776,
00.48.11,490,537,1027,740,0.72,0.69595,515,0.501460565,
00.48.12,154,174,328,266,0.81,0.72932,194,0.591463415,
00.48.13,334,358,692,476,0.69,0.65966,314,0.453757225,
00.48.14,304,291,595,385,0.65,0.6961,268,0.450420168,
00.48.15,166,173,339,233,0.69,0.64378,150,0.442477876,
00.48.16,68,57,125,92,0.74,0.48913,45,0.36,
00.48.17,238,268,506,340,0.67,0.66176,225,0.444664032,
00.48.18,69,72,141,101,0.72,0.72277,73,0.517730496,
00.48.19,152,155,307,197,0.64,0.65482,129,0.42019544,
00.48.20,166,180,346,255,0.74,0.74902,191,0.552023121,
00.48.21,145,156,301,217,0.72,0.6682,145,0.481727575,
00.48.22,59,62,121,96,0.79,0.70833,68,0.561983471,
00.48.23,231,256,487,335,0.69,0.64179,215,0.441478439,
00.48.24,140,162,302,196,0.65,0.72449,142,0.470198675,
00.48.25,132,142,274,188,0.69,0.60638,114,0.416058394,
00.48.26,226,248,474,316,0.67,0.6519,206,0.434599156,
00.48.27,305,364,669,452,0.68,0.59735,270,0.403587444,
00.48.28,292,327,619,428,0.69,0.75,321,0.518578352,
00.48.29,395,404,799,527,0.66,0.60342,318,0.397997497,
00.48.30,481,487,968,599,0.62,0.5192,311,0.321280992,
00.48.31,296,349,645,481,0.75,0.6736,324,0.502325581,
00.48.32,217,204,421,285,0.68,0.60702,173,0.410926366,
00.48.33,357,348,705,511,0.72,0.54207,277,0.392907801,
00.48.34,87,96,183,140,0.77,0.65,91,0.49726776,
00.48.35,169,170,339,219,0.65,0.69406,152,0.448377581,
00.48.36,93,86,179,143,0.8,0.64336,92,0.51396648,
00.48.37,165,173,338,263,0.78,0.58175,153,0.452662722,
00.49.01,1253,1055,2308,1367,0.59,0.53402,730,0.316291161,
00.49.02,647,617,1264,821,0.65,0.52132,428,0.338607595,
00.49.03,573,490,1063,727,0.68,0.54746,398,0.374412041,
00.49.04,494,478,972,637,0.66,0.51962,331,0.340534979,
00.49.05,480,521,1001,707,0.71,0.55163,390,0.38961039,
00.49.06,670,680,1350,946,0.7,0.60359,571,0.422962963,
00.49.07,290,298,588,365,0.62,0.58356,213,0.362244898,
00.49.08,207,206,413,317,0.77,0.6183,196,0.474576271,
00.49.09,527,539,1066,650,0.61,0.54615,355,0.333020638,
00.49.10,244,262,506,306,0.6,0.54248,166,0.328063241,
00.49.11,651,673,1324,813,0.61,0.51169,416,0.314199396,
00.49.12,653,654,1307,725,0.55,0.57241,415,0.317521041,
00.49.13,331,335,666,445,0.67,0.6764,301,0.451951952,
00.49.14,346,353,699,497,0.71,0.57746,287,0.410586552,
00.49.15,580,647,1227,745,0.61,0.51544,384,0.312958435,
00.49.16,632,686,1318,776,0.59,0.62242,483,0.36646434,
00.49.17,276,293,569,407,0.72,0.65111,265,0.46572935,
00.49.18,550,597,1147,693,0.6,0.41847,290,0.252833479,
00.49.19,138,132,270,152,0.56,0.50658,77,0.285185185,
00.49.20,731,696,1427,902,0.63,0.48337,436,0.30553609,
00.49.21,577,550,1127,765,0.68,0.52157,399,0.354037267,
00.49.22,762,783,1545,979,0.63,0.51583,505,0.326860841,
00.49.23,541,539,1080,607,0.56,0.47282,287,0.265740741,
00.49.24,881,885,1766,1151,0.65,0.56907,655,0.370894677,
00.49.25,604,551,1155,736,0.64,0.56522,416,0.36017316,
00.49.26,700,706,1406,846,0.6,0.63475,537,0.381934566,
00.49.27,658,639,1297,855,0.66,0.56725,485,0.373939861,
00.49.28,382,414,796,586,0.74,0.61775,362,0.454773869,
00.49.29,359,327,686,475,0.69,0.69474,330,0.481049563,
00.49.30,351,338,689,426,0.62,0.58451,249,0.361393324,
00.50.01,846,678,1524,1061,0.7,0.78982,838,0.549868766,
00.50.02,49,48,97,75,0.77,0.90667,68,0.701030928,
00.50.03,753,655,1408,942,0.67,0.82059,773,0.549005682,
00.50.04,555,469,1024,756,0.74,0.77778,588,0.57421875,
00.50.05,632,481,1113,706,0.63,0.80312,567,0.509433962,
00.50.06,589,485,1074,706,0.66,0.81445,575,0.53538175,
00.50.07,217,246,463,332,0.72,0.94277,313,0.676025918,
00.50.08,402,444,846,541,0.64,0.83549,452,0.53427896,
00.50.09,75,79,154,128,0.83,0.89844,115,0.746753247,
00.50.10,885,955,1840,1318,0.72,0.86191,1136,0.617391304,
00.50.11,181,222,403,282,0.7,0.84397,238,0.59057072,
00.50.12,421,383,804,554,0.69,0.85379,473,0.588308458,
00.50.13,154,164,318,211,0.66,0.8673,183,0.575471698,
00.50.14,208,184,392,320,0.82,0.89688,287,0.732142857,
00.50.15,577,611,1188,821,0.69,0.86236,708,0.595959596,
00.50.16,333,335,668,478,0.72,0.83473,399,0.597305389,
00.50.17,292,291,583,405,0.69,0.88889,360,0.617495712,
00.50.18,423,457,880,574,0.65,0.87631,503,0.571590909,
00.50.19,552,591,1143,754,0.66,0.82095,619,0.541557305,
00.50.20,279,271,550,370,0.67,0.85946,318,0.578181818,
00.50.21,299,320,619,448,0.72,0.82366,369,0.596122779,
00.50.22,484,536,1020,671,0.66,0.81371,546,0.535294118,
00.50.23,388,389,777,509,0.66,0.83694,426,0.548262548,
00.50.24,447,420,867,566,0.65,0.83569,473,0.5455594,
00.50.25,281,271,552,397,0.72,0.82116,326,0.59057971,
00.50.26,1002,908,1910,1203,0.63,0.85536,1029,0.538743455,
00.50.27,40,41,81,71,0.88,0.91549,65,0.802469136,
00.50.28,328,333,661,494,0.75,0.89069,440,0.665658094,
00.50.29,427,385,812,647,0.8,0.95363,617,0.759852217,
00.50.30,204,207,411,277,0.67,0.81227,225,0.547445255,
00.50.31,321,328,649,460,0.71,0.87174,401,0.617873652,
00.50.32,522,482,1004,677,0.67,0.85377,578,0.575697211,
00.50.33,219,202,421,303,0.72,0.82508,250,0.593824228,
00.50.34,603,596,1199,773,0.64,0.78913,610,0.508757298,
00.50.35,150,132,282,198,0.7,0.83838,166,0.588652482,
00.50.36,869,906,1775,1201,0.68,0.8443,1014,0.571267606,
00.50.37,109,109,218,154,0.71,0.87662,135,0.619266055,
00.50.38,596,565,1161,846,0.73,0.8227,696,0.599483204,
00.50.39,564,488,1052,714,0.68,0.78992,564,0.536121673,
00.50.40,101,93,194,142,0.73,0.8662,123,0.634020619,
00.50.41,193,187,380,266,0.7,0.8797,234,0.615789474,
00.50.42,473,512,985,672,0.68,0.85714,576,0.584771574,
00.50.43,455,400,855,538,0.63,0.85316,459,0.536842105,
00.50.44,383,380,763,537,0.7,0.89944,483,0.633027523,
00.50.45,201,216,417,296,0.71,0.90203,267,0.64028777,
00.50.46,194,218,412,285,0.69,0.88421,252,0.611650485,
00.50.47,277,315,592,400,0.68,0.8775,351,0.592905405,
00.50.48,301,377,678,438,0.65,0.77169,338,0.498525074,
00.50.49,199,206,405,280,0.69,0.79286,222,0.548148148,
00.50.50,97,106,203,139,0.68,0.81295,113,0.556650246,
00.50.51,575,559,1134,731,0.64,0.85226,623,0.549382716,
00.50.52,209,208,417,293,0.7,0.84983,249,0.597122302,
00.50.53,427,395,822,527,0.64,0.85199,449,0.54622871,
00.51.01,1327,1113,2440,1375,0.56,0.53382,734,0.300819672,
00.51.02,574,527,1101,617,0.56,0.49919,308,0.279745686,
00.51.03,672,599,1271,762,0.6,0.49738,379,0.298190401,
00.51.04,1231,941,2172,1231,0.57,0.52396,645,0.296961326,
00.51.05,1161,872,2033,1134,0.56,0.49471,561,0.275946877,
00.51.06,1351,1263,2614,1493,0.57,0.50301,751,0.287299158,
00.51.07,682,560,1242,720,0.58,0.54306,391,0.314814815,
00.51.08,572,497,1069,731,0.68,0.51984,380,0.355472404,
00.51.09,768,609,1377,724,0.53,0.46685,338,0.245461147,
00.51.10,1306,1018,2324,1162,0.5,0.49053,570,0.245266781,
00.51.11,608,484,1092,628,0.58,0.53981,339,0.31043956,
00.51.12,558,718,1276,785,0.62,0.64586,507,0.397335423,
00.51.13,869,900,1769,1152,0.65,0.57986,668,0.377614471,
00.51.14,496,460,956,635,0.66,0.57795,367,0.383891213,
00.51.15,420,456,876,532,0.61,0.57143,304,0.347031963,
00.51.16,403,414,817,518,0.63,0.63127,327,0.400244798,
00.51.17,656,666,1322,724,0.55,0.59945,434,0.328290469,
00.51.18,668,689,1357,800,0.59,0.52375,419,0.308769344,
00.51.19,432,472,904,584,0.65,0.59418,347,0.383849558,
00.51.20,575,602,1177,723,0.61,0.60028,434,0.36873407,
00.51.21,449,463,912,568,0.62,0.50352,286,0.313596491,
00.51.22,669,643,1312,799,0.61,0.65457,523,0.398628049,
00.51.23,412,426,838,505,0.6,0.67327,340,0.405727924,
00.51.24,538,638,1176,686,0.58,0.57726,396,0.336734694,
00.51.25,638,549,1187,677,0.57,0.50517,342,0.288121314,
00.51.26,908,1015,1923,1150,0.6,0.57391,660,0.343213729,
00.51.27,259,280,539,348,0.65,0.57184,199,0.369202226,
00.51.28,430,460,890,578,0.65,0.7301,422,0.474157303,
00.51.29,393,482,875,582,0.67,0.59622,347,0.396571429,
00.51.30,423,494,917,573,0.62,0.66492,381,0.415485278,
00.51.31,275,297,572,343,0.6,0.68222,234,0.409090909,
00.51.32,680,724,1404,854,0.61,0.61475,525,0.373931624,
00.51.33,455,547,1002,623,0.62,0.60835,379,0.378243513,
00.51.34,626,684,1310,786,0.6,0.55852,439,0.335114504,
00.51.35,406,479,885,478,0.54,0.65481,313,0.353672316,
00.51.36,505,500,1005,645,0.64,0.48682,314,0.312437811,
00.51.37,583,551,1134,609,0.54,0.55665,339,0.298941799,
00.51.38,326,339,665,395,0.59,0.53418,211,0.317293233,
00.51.39,384,381,765,470,0.61,0.71915,338,0.441830065,
00.51.40,478,485,963,623,0.65,0.58587,365,0.379023884,
00.51.41,435,507,942,612,0.65,0.62092,380,0.403397028,
00.51.42,347,345,692,445,0.64,0.52809,235,0.339595376,
00.51.43,379,364,743,450,0.61,0.62444,281,0.378196501,
00.51.44,535,531,1066,683,0.64,0.5183,354,0.332082552,
00.52.01,606,457,1063,630,0.59,0.60794,383,0.360301035,
00.52.02,498,448,946,580,0.61,0.56379,327,0.345665962,
00.52.03,965,807,1772,1047,0.59,0.5425,568,0.320541761,
00.52.04,481,440,921,558,0.61,0.59677,333,0.361563518,
00.52.05,479,454,933,518,0.56,0.55985,290,0.310825295,
00.52.06,351,367,718,427,0.59,0.59016,252,0.35097493,
00.52.07,786,786,1572,903,0.57,0.54042,488,0.31043257,
00.52.08,248,240,488,283,0.58,0.43816,124,0.254098361,
00.52.09,725,741,1466,874,0.6,0.50458,441,0.300818554,
00.52.10,649,628,1277,773,0.61,0.55627,430,0.336726703,
00.52.11,233,208,441,295,0.67,0.57288,169,0.383219955,
00.52.12,636,606,1242,750,0.6,0.54,405,0.326086957,
00.52.13,705,603,1308,825,0.63,0.64121,529,0.404434251,
00.52.14,645,676,1321,812,0.61,0.58251,473,0.358062074,
00.52.15,461,433,894,570,0.64,0.67193,383,0.428411633,
00.52.16,434,434,868,540,0.62,0.60185,325,0.374423963,
00.52.17,214,197,411,249,0.61,0.64257,160,0.389294404,
00.52.18,162,183,345,210,0.61,0.46667,98,0.284057971,
00.52.19,106,150,256,170,0.66,0.67059,114,0.4453125,
00.52.20,295,294,589,338,0.57,0.52071,176,0.298811545,
00.52.21,107,96,203,139,0.68,0.73381,102,0.502463054,
00.52.22,151,159,310,206,0.66,0.63592,131,0.422580645,
00.52.23,310,291,601,417,0.69,0.67386,281,0.467554077,
00.52.24,400,359,759,481,0.63,0.58212,280,0.368906456,
00.53.01,1164,1125,2289,1323,0.58,0.72638,961,0.419833989,
00.53.02,1280,1134,2414,1394,0.58,0.67288,938,0.388566694,
00.53.03,475,483,958,655,0.68,0.71145,466,0.486430063,
00.53.04,613,600,1213,837,0.69,0.76822,643,0.530090684,
00.53.05,278,279,557,410,0.74,0.79268,325,0.583482944,
00.53.06,377,374,751,525,0.7,0.7181,377,0.501997337,
00.53.07,150,156,306,217,0.71,0.66359,144,0.470588235,
00.53.08,341,307,648,455,0.7,0.8,364,0.561728395,
00.53.09,275,272,547,341,0.62,0.68035,232,0.424131627,
00.53.10,286,306,592,360,0.61,0.66389,239,0.403716216,
00.53.11,141,168,309,190,0.61,0.64211,122,0.394822006,
00.53.12,708,690,1398,858,0.61,0.65967,566,0.404864092,
00.53.13,296,326,622,328,0.53,0.7378,242,0.389067524,
00.53.14,809,830,1639,964,0.59,0.70851,683,0.416717511,
00.53.15,527,490,1017,552,0.54,0.59058,326,0.320550639,
00.53.16,183,176,359,230,0.64,0.55652,128,0.356545961,
00.53.17,341,348,689,438,0.64,0.71918,315,0.457184325,
00.53.18,331,400,731,453,0.62,0.63135,286,0.39124487,
00.53.19,299,303,602,370,0.61,0.68649,254,0.42192691,
00.53.20,729,729,1458,964,0.66,0.69606,671,0.460219479,
00.53.21,692,724,1416,836,0.59,0.67584,565,0.399011299,
00.53.22,862,844,1706,1021,0.6,0.72968,745,0.436694021,
00.53.23,357,344,701,379,0.54,0.53298,202,0.288159772,
00.53.24,211,223,434,283,0.65,0.68905,195,0.449308756,
00.54.01,1307,977,2284,1291,0.57,0.6158,795,0.348073555,
00.54.02,1147,935,2082,1145,0.55,0.54236,621,0.298270893,
00.54.03,1220,929,2149,1211,0.56,0.60941,738,0.343415542,
00.54.04,1213,1069,2282,1143,0.5,0.5643,645,0.282646801,
00.54.05,1259,1143,2402,1362,0.57,0.68355,931,0.387593672,
00.54.06,622,466,1088,583,0.54,0.60549,353,0.324448529,
